"","X","X1a","X1b","X1c","X1d","X1e","X2a","X2b","X2c","X2d","X2e","X3a","X3b","X3c","X3d","X3e","X4a","X4b","X4c","X4d","X4e","X5a","X5b","X5c","X5d","X5e","X6a","X6b","X6c","X6d","X6e","X7a","X7b","X7c","X7d","X7e","X8a","X8b","X8c","X8d","X8e","X9a","X9b","X9c","X9d","X9e","X10a","X10b","X10c","X10d","X10e","X11.1","X11.2","X11.3","X11.4","X11.5","X11.6","X11.7","X11.8","X11.9","X11.10","X12","X13","X14","Area","Utbildningsnivå","Sysselsättning","Tid.i.UppVäs","Ålder","Kön"
"895",895,9,8,8,10,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,10,9,9,9,8,7,9,8,9,13,12,8,9,12,14,13,14,13,11,9,10,13,9,14,6,5,12,8,9,14,11,5,4,4,7,6,13,10,13,9,11,6,4,4,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"896",896,12,12,12,10,10,8,8,10,6,9,9,6,10,10,11,9,11,9,9,10,11,8,11,9,11,10,9,11,14,12,10,11,14,14,14,14,14,13,13,9,14,11,14,9,7,14,14,14,14,14,3,4,2,7,12,14,14,14,14,14,6,4,6,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"897",897,11,3,4,8,10,11,9,7,8,3,8,11,8,2,8,11,9,8,9,4,11,3,8,8,10,11,3,6,10,9,9,8,11,7,7,6,10,11,6,11,10,9,4,7,7,9,8,11,8,8,3,6,3,11,4,6,10,8,11,4,10,9,1,"Brunnby/Vik","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"898",898,4,6,11,10,7,11,12,10,1,14,7,4,10,12,14,14,8,6,9,10,8,11,10,6,5,12,13,14,14,14,14,12,13,11,14,14,14,14,13,12,14,14,13,1,14,0,8,5,0,7,9,13,8,7,6,11,12,14,14,4,0,0,5,"Odenslunda","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"899",899,11,6,5,9,8,10,9,3,2,1,13,12,3,4,12,4,11,8,9,7,10,9,11,6,12,12,5,11,14,13,8,14,6,12,13,13,12,14,11,7,8,6,5,14,4,12,3,8,5,14,1,2,3,4,9,14,5,13,6,7,10,6,2,"Prästgårdsmarken","Högskola/universitet","Egen företagare","10 år eller mer","45-54","Man"
"900",900,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"901",901,9,7,6,9,6,9,9,9,7,6,6,9,8,8,9,10,8,5,9,7,9,6,8,6,9,10,8,10,10,7,7,8,8,8,9,8,10,9,6,7,9,8,8,6,7,6,9,6,7,9,7,5,9,9,8,11,11,11,8,5,8,6,7,"Eds Glesbygd","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"902",902,10,8,10,8,10,10,9,5,8,8,8,10,8,9,9,6,8,8,9,7,10,8,9,8,9,10,9,10,10,10,10,9,10,10,10,10,10,10,10,8,10,9,8,8,7,10,8,8,9,10,3,2,2,3,2,3,3,3,3,2,7,7,7,"Skälby","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"903",903,14,7,14,9,9,14,14,7,7,7,7,7,7,7,7,7,14,14,7,14,14,14,14,10,10,11,14,14,14,14,14,14,14,10,14,14,14,14,14,14,14,14,14,7,7,14,14,14,14,14,6,7,8,14,11,14,14,14,14,14,6,5,5,"Odenslunda","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"904",904,14,8,6,11,9,11,10,8,7,3,3,9,7,13,7,8,7,7,10,7,14,8,14,9,11,14,14,9,14,11,7,8,9,10,14,14,14,11,11,7,8,8,0,5,12,8,8,10,13,9,9,2,4,10,12,14,11,14,8,7,8,8,6,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"905",905,8,8,7,7,7,11,7,7,7,7,10,4,6,13,6,4,12,14,14,7,9,7,7,7,7,8,1,14,14,14,10,12,11,10,14,11,11,12,4,7,10,12,3,0,0,11,11,11,12,12,1,1,2,3,4,3,7,7,6,1,10,10,4,"Sigma/Apoteksskogen","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"906",906,11,9,8,8,7,8,10,6,6,3,6,6,8,10,11,9,8,9,7,7,8,8,7,11,9,8,8,8,11,11,11,9,11,8,9,10,11,8,6,6,11,8,8,5,7,8,11,11,10,10,5,4,5,8,8,8,12,9,9,12,10,6,1,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","55-64","Kvinna"
"907",907,12,8,9,9,12,8,8,11,9,0,10,7,7,7,7,11,14,10,11,14,11,14,8,8,9,14,10,14,14,14,11,11,13,14,10,10,14,14,14,11,14,14,14,6,10,12,14,14,11,14,7,7,7,14,7,8,12,14,10,14,10,0,0,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","45-54","Man"
"908",908,8,13,12,12,7,13,12,9,7,7,11,12,12,13,13,13,13,13,13,12,10,7,7,7,7,14,11,13,14,12,8,13,8,14,14,14,14,13,8,7,14,8,14,8,7,8,9,8,14,14,11,13,12,9,10,12,8,13,11,11,5,2,1,"Dragonvägen","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"909",909,7,7,7,9,9,10,9,6,6,5,6,6,8,8,9,8,9,8,8,8,9,8,8,8,8,9,7,9,9,9,8,9,8,9,11,10,7,9,7,7,8,9,8,7,7,8,8,8,10,8,2,3,1,1,1,2,6,4,2,1,7,4,4,"Sigma/Apoteksskogen","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"910",910,10,10,10,10,10,9,9,8,4,7,9,9,9,9,9,10,10,10,10,10,11,9,11,11,7,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,8,8,10,10,10,10,10,4,4,4,9,12,12,12,12,12,4,10,9,10,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"911",911,14,7,0,12,14,14,14,0,14,0,0,7,14,14,14,14,7,14,14,14,10,7,7,7,7,14,0,14,14,12,7,7,7,7,14,14,14,14,7,7,14,14,14,7,7,14,14,14,14,14,8,8,8,14,1,14,8,14,8,14,10,10,0,"Södra Prästgårdsmarken","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"912",912,14,9,11,10,11,10,8,10,7,7,7,7,7,7,7,9,9,10,9,14,8,14,14,8,14,14,14,12,14,14,9,14,9,9,14,14,14,14,11,4,14,8,7,7,7,7,7,11,7,10,12,3,3,3,14,14,1,14,12,7,5,7,9,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Kvinna"
"913",913,14,7,7,8,10,13,9,7,7,0,12,7,7,9,11,7,12,8,9,8,10,7,8,6,11,12,9,11,14,14,9,8,14,10,12,12,14,13,7,8,10,12,8,9,5,9,8,7,11,10,3,1,0,9,4,12,14,13,10,5,10,6,3,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"914",914,0,11,14,9,9,3,14,14,0,14,0,2,12,13,14,12,13,0,11,1,1,13,14,0,0,13,9,13,14,14,14,9,13,8,0,0,11,9,8,10,10,13,0,14,14,14,0,14,14,7,5,13,9,12,8,10,11,7,14,6,0,0,5,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Vill ej uppge"
"915",915,14,11,0,11,14,4,11,5,9,0,4,3,0,12,14,12,14,6,8,14,11,8,14,9,8,14,9,14,11,12,10,9,12,8,7,9,10,9,11,6,8,7,10,7,12,14,13,14,13,14,14,4,6,13,10,10,14,10,8,14,10,10,0,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
"916",916,8,8,8,6,6,7,7,7,7,7,7,14,8,8,11,6,6,6,6,14,0,0,0,0,0,14,14,7,14,14,8,9,9,9,12,12,8,8,8,1,7,7,7,7,7,0,0,0,0,0,1,2,1,1,1,14,7,14,1,0,5,1,10,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Man"
"917",917,3,11,0,8,5,4,6,0,2,8,2,5,9,0,7,0,9,1,6,2,1,4,11,5,8,11,3,5,1,0,4,2,0,9,7,3,0,1,4,9,0,5,4,1,2,7,0,1,3,5,3,1,3,0,6,5,2,5,6,10,10,4,9,"Ekeby/Sköldnora","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"918",918,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Fresta glesbygd","Annan eftergymnasial utbildning","Tjänstledig eller föräldraledig","5-9 år","25-34","Kvinna"
"919",919,9,7,7,7,7,8,9,9,8,7,9,6,10,9,14,10,10,9,10,9,10,9,9,11,11,8,12,13,14,12,12,11,12,13,11,14,14,12,13,12,7,7,7,7,7,14,12,14,14,14,9,8,7,8,8,11,11,9,12,6,7,5,4,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"920",920,12,13,2,12,11,12,12,7,7,7,3,7,6,12,7,10,13,7,7,7,12,6,12,12,7,12,12,12,12,7,13,11,14,7,7,7,7,7,7,7,13,14,14,7,7,13,7,7,7,7,13,3,1,12,2,5,13,13,14,0,8,9,5,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"921",921,10,4,6,9,7,6,7,7,7,7,10,9,6,9,7,8,11,6,11,7,10,8,10,5,3,11,11,11,11,11,4,8,8,6,7,8,11,11,11,7,6,9,8,5,7,6,9,8,9,7,1,1,3,10,2,14,8,14,4,0,8,5,4,"Norra Nordanvägen","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"922",922,5,9,9,10,6,10,10,5,8,11,10,9,9,9,11,11,8,10,8,7,9,6,8,9,8,9,10,10,11,11,5,9,9,8,9,9,9,9,9,7,10,8,8,9,9,10,8,8,8,8,1,4,1,4,1,4,3,4,3,2,3,4,2,"Brunnby/Vik","Högskola/universitet","Egen företagare","10 år eller mer","65+","Man"
"923",923,14,8,8,14,9,10,10,8,6,3,2,5,11,9,10,9,9,11,7,7,12,8,8,9,10,11,7,10,14,14,10,7,13,11,9,8,14,10,9,14,14,9,9,7,7,11,9,13,11,13,4,6,4,6,4,7,7,7,8,10,10,5,9,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"924",924,0,9,14,9,6,4,10,11,0,14,9,2,14,10,7,12,1,2,9,14,14,9,13,8,7,14,14,14,14,14,4,12,5,14,6,6,9,10,8,1,12,14,5,0,10,7,7,7,7,7,2,4,6,12,10,14,7,14,14,0,0,0,8,"Frestaby","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"925",925,10,4,3,5,11,12,9,2,0,4,0,9,14,10,11,10,13,4,9,12,13,12,4,8,11,11,10,9,14,12,8,9,12,9,6,8,9,12,6,10,14,3,13,2,0,9,10,11,8,7,3,4,2,13,7,9,8,5,14,6,6,2,3,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"926",926,10,8,9,9,7,10,11,8,8,11,7,7,7,7,7,8,8,7,7,7,8,8,7,7,7,9,8,8,8,9,10,10,10,10,10,8,8,8,8,10,10,10,10,7,8,9,8,8,8,8,1,2,2,1,1,5,2,1,2,0,9,5,5,"Skälby","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"927",927,0,0,0,14,14,7,7,7,14,14,7,14,7,7,14,14,14,14,14,14,11,2,14,2,2,7,7,7,7,7,13,7,14,7,7,7,7,7,7,7,14,14,14,7,0,13,14,7,7,14,9,0,0,12,0,0,14,10,14,0,0,5,6,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"928",928,0,3,14,6,13,10,3,11,0,14,14,5,4,3,0,11,14,5,12,13,12,0,13,0,5,9,11,6,14,5,4,11,6,8,14,14,12,11,13,3,11,14,8,5,0,10,5,12,14,13,10,11,8,13,5,7,12,12,14,9,0,0,10,"Fresta glesbygd","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Man"
"929",929,10,8,4,9,5,7,7,7,7,7,7,6,0,9,9,7,7,7,7,7,10,6,8,10,10,9,5,9,8,9,7,7,7,7,7,6,9,9,9,7,8,7,10,7,9,5,7,10,10,10,2,6,1,5,4,9,8,7,3,14,2,5,7,"Runby Backar/Lövsta","Gymnasium, folkhögskola eller motsvarande","Student","10 år eller mer","15-24","Man"
"930",930,11,11,7,7,7,9,8,6,3,7,5,3,11,7,11,8,8,9,6,11,11,5,8,9,5,5,10,9,10,10,7,7,7,7,7,7,7,7,7,7,9,10,10,11,9,9,10,8,5,10,12,4,7,12,10,11,9,11,12,3,8,8,3,"Ekebo","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"931",931,10,9,8,8,8,8,7,7,7,7,7,7,7,7,7,8,8,7,7,10,10,4,9,7,10,7,5,9,13,13,8,10,10,8,13,11,9,8,7,7,8,10,10,5,7,9,9,11,12,12,1,4,4,8,7,14,13,14,14,13,5,5,7,"Sanda Ängar","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Kvinna"
"932",932,14,9,5,7,6,7,7,7,8,7,7,7,5,3,6,7,7,5,7,5,8,5,9,5,7,7,4,9,7,7,9,8,7,5,6,7,8,9,0,3,10,8,5,7,4,8,9,11,7,10,13,1,2,3,12,7,8,9,9,14,10,10,5,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"933",933,6,10,8,12,9,10,11,8,2,8,7,3,9,11,13,8,9,3,10,4,12,8,10,7,11,11,12,8,13,9,8,14,9,13,12,13,10,14,8,7,13,7,7,7,7,10,7,14,12,11,6,2,1,10,9,11,11,14,13,7,3,3,2,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Kvinna"
"934",934,5,6,8,9,7,7,8,9,10,9,4,6,9,7,7,5,8,6,8,7,7,4,9,8,7,10,6,9,14,13,7,8,7,7,10,11,12,10,6,7,10,12,9,4,8,6,10,5,9,7,9,4,3,8,6,11,10,12,7,5,4,10,10,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","45-54","Man"
"935",935,9,9,14,9,9,5,7,14,12,13,4,12,11,14,11,14,8,8,9,12,14,8,12,8,6,14,8,14,10,10,9,9,7,7,7,7,8,8,9,9,14,14,14,3,12,4,4,1,6,14,14,1,5,13,10,6,3,7,12,0,2,2,4,"Smedby 3","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Man"
"936",936,5,6,8,8,8,9,7,7,7,7,7,8,7,7,7,11,12,6,6,9,11,9,7,7,10,9,4,9,14,7,9,11,9,11,12,14,14,11,4,10,10,14,8,4,7,7,7,7,7,7,5,4,3,6,9,10,11,14,9,0,2,2,8,"Frestaby","Högskola/universitet","Student","10 år eller mer","25-34","Kvinna"
"937",937,9,8,6,8,6,8,8,8,8,6,7,8,8,11,11,10,9,7,8,7,13,9,7,7,9,14,8,14,14,14,9,13,10,13,8,9,12,13,8,7,11,13,8,4,8,13,9,12,14,14,9,9,10,8,11,12,10,12,9,10,8,5,1,"Runby","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"938",938,14,4,11,11,7,7,11,10,6,6,3,10,4,5,10,7,11,9,9,11,11,7,10,8,7,10,6,9,9,9,7,7,11,7,7,6,12,11,7,7,10,10,10,8,8,7,7,7,7,7,2,6,3,7,3,8,8,8,1,1,8,5,3,"Hasselbacken","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"939",939,4,9,11,11,7,8,11,0,6,0,6,11,10,8,12,8,12,6,6,14,11,9,5,4,12,6,14,14,14,14,6,14,14,14,14,14,14,14,8,0,14,12,6,1,5,9,8,10,11,14,1,5,2,12,8,14,10,14,13,4,5,0,1,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"940",940,12,13,11,11,7,14,14,11,6,0,4,5,11,14,10,6,11,7,14,8,14,6,14,9,14,8,8,14,9,10,9,14,12,14,14,14,14,14,14,7,10,10,8,0,0,14,14,14,14,14,1,3,9,5,9,14,6,14,7,12,10,6,0,"Odenslunda","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"941",941,6,14,6,14,14,0,13,9,6,0,1,10,6,11,7,9,14,12,14,12,11,10,8,12,13,14,11,14,14,14,10,10,14,14,14,14,14,14,14,9,14,14,14,8,9,11,14,14,14,14,14,11,14,14,8,14,14,14,14,14,10,10,0,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"942",942,8,8,7,8,8,7,7,7,5,3,5,7,7,7,7,7,8,6,7,7,13,7,9,7,10,14,14,14,14,14,8,14,8,14,14,14,14,14,7,11,14,9,7,7,0,14,14,14,14,14,6,5,5,8,14,14,14,14,9,11,10,10,5,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"943",943,11,11,8,11,8,11,8,5,6,11,3,8,6,6,11,8,8,9,8,7,8,4,8,7,7,8,8,8,9,10,5,8,8,8,7,8,9,9,9,9,8,9,8,6,6,8,8,8,10,8,2,1,1,1,2,7,9,13,2,5,5,7,1,"Odenslunda","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"944",944,9,8,5,9,8,6,8,8,7,7,9,9,9,9,8,10,7,7,7,7,9,9,7,6,7,14,5,14,14,14,7,8,14,14,14,13,13,11,8,7,13,12,12,7,7,13,9,13,11,10,6,2,4,3,2,14,6,14,14,8,8,9,9,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"945",945,11,9,6,7,8,8,8,10,10,7,8,6,8,7,7,9,9,9,8,7,9,8,7,7,7,10,8,8,11,7,6,9,8,8,11,12,8,7,7,7,10,8,11,6,5,9,8,9,11,8,4,6,6,11,5,12,11,12,7,5,9,5,3,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"946",946,12,3,12,8,9,14,14,1,8,5,6,0,8,8,14,13,9,14,6,14,14,4,9,5,14,14,4,13,12,11,11,14,12,14,13,13,14,12,8,14,14,8,8,0,4,14,6,14,13,12,2,10,1,9,8,14,14,14,12,13,6,4,6,"Smedby 2","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"947",947,11,6,3,11,11,11,10,3,11,8,3,4,3,11,11,9,11,7,10,12,9,4,11,5,3,3,9,11,14,13,7,8,12,10,13,13,12,9,14,7,14,8,12,13,10,6,8,9,10,12,10,5,6,8,7,14,11,13,12,9,9,0,1,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"948",948,12,4,4,11,11,10,10,3,11,3,10,5,5,10,10,6,8,10,8,10,7,7,7,7,7,7,7,7,7,7,8,8,11,8,11,11,10,9,11,8,8,9,10,6,9,5,9,8,11,12,8,2,1,8,1,4,6,8,2,11,10,6,3,"Hasselbacken","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"949",949,11,8,3,8,7,11,8,10,9,4,8,5,7,8,8,7,7,7,7,7,11,7,7,7,7,10,8,8,10,10,7,8,10,8,8,10,9,7,7,7,7,11,7,7,7,9,11,8,11,11,10,5,5,5,7,6,7,7,9,5,10,10,5,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","55-64","Man"
"950",950,9,6,6,8,8,14,10,8,0,6,8,8,8,8,9,4,9,7,7,7,9,9,9,9,9,8,9,8,14,14,11,14,11,9,9,10,14,14,10,10,9,9,6,9,8,14,9,11,11,14,2,3,4,3,7,13,12,13,8,11,8,8,8,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Man"
"951",951,8,6,6,9,7,9,11,6,6,4,6,8,8,9,8,12,11,7,7,7,11,7,7,7,7,4,11,10,7,7,7,10,9,10,11,11,7,7,5,7,11,7,10,7,9,7,11,7,9,7,2,11,1,8,1,3,9,5,2,1,8,7,5,"Brunnby/Vik","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"952",952,11,8,6,11,7,11,14,11,3,4,6,2,3,9,11,8,9,4,10,7,11,5,10,8,10,6,11,10,12,12,11,8,11,8,7,8,10,9,3,7,11,10,6,10,7,8,9,12,6,12,3,3,2,5,2,8,7,9,7,6,10,8,2,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"953",953,9,5,10,9,5,10,10,9,4,4,4,10,10,4,10,11,10,8,10,6,7,7,7,7,7,10,6,9,10,10,7,7,7,7,7,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,10,7,7,"Frestaby","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"954",954,9,8,9,11,8,10,10,5,5,10,8,9,6,10,10,9,8,8,8,9,10,8,8,8,8,9,8,10,11,12,8,9,8,10,12,13,13,10,11,9,10,9,9,5,9,13,9,13,9,13,1,4,1,2,1,5,5,6,2,5,7,3,3,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"955",955,5,8,8,7,7,12,12,7,12,5,7,10,4,4,6,11,6,10,11,11,11,11,4,8,11,11,6,14,14,14,9,10,10,5,14,14,14,14,6,6,9,10,8,14,6,10,14,12,14,14,2,14,3,5,3,6,14,5,7,7,8,7,6,"Ekebo","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"956",956,8,9,9,10,12,6,9,8,6,13,10,6,5,8,9,10,7,7,10,14,9,6,11,7,6,9,6,8,14,14,8,14,9,12,11,10,14,10,12,12,14,11,11,9,7,14,9,12,8,13,4,3,3,10,7,10,7,14,14,8,5,7,8,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Kvinna"
"957",957,11,10,7,10,7,10,11,8,10,8,6,8,7,11,4,9,10,7,11,7,11,10,11,10,11,9,3,11,11,11,5,11,10,11,9,9,11,10,8,9,11,9,10,11,5,11,10,11,11,11,5,3,6,8,11,12,12,12,11,11,8,5,5,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"958",958,14,14,7,10,7,14,14,7,7,0,5,5,0,14,14,14,14,7,14,7,7,7,14,11,7,14,6,14,14,14,7,7,14,14,14,14,14,14,0,7,14,10,7,14,14,14,4,14,7,14,3,13,2,11,9,14,14,14,6,7,10,7,7,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
"959",959,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Holmen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","35-44","Kvinna"
"960",960,14,3,3,14,14,11,2,10,14,12,3,2,4,7,7,8,7,7,7,7,14,14,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,14,14,14,14,14,14,14,2,2,14,14,14,8,14,14,14,5,10,0,"Dragonvägen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"961",961,12,6,5,10,7,6,6,4,14,0,8,11,12,6,9,10,12,3,6,7,8,1,14,6,7,14,0,13,14,12,4,6,14,11,14,14,14,11,3,9,10,14,11,9,7,8,5,4,14,14,14,5,6,10,13,14,9,14,7,9,10,10,0,"Södra Prästgårdsmarken","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"962",962,14,6,8,11,14,14,12,7,10,6,13,6,9,6,8,8,14,14,14,14,11,11,8,14,7,9,9,11,14,14,9,9,14,13,10,12,13,12,10,9,14,10,11,6,9,12,9,8,14,10,12,14,11,14,11,10,11,13,14,9,10,8,2,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"963",963,4,14,14,11,10,4,4,14,0,14,11,14,10,12,13,13,14,2,14,14,14,9,14,8,10,5,9,12,14,7,3,10,12,14,14,14,14,14,14,14,10,14,12,7,13,9,14,10,11,8,6,5,8,12,9,14,7,14,13,4,3,2,10,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"964",964,4,13,14,9,8,5,6,14,0,13,12,14,9,13,14,10,9,3,11,14,12,7,13,6,8,8,12,11,14,10,5,13,8,14,12,12,14,13,13,14,13,14,8,5,12,8,14,7,13,9,2,1,9,11,10,13,7,14,12,0,2,2,9,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"965",965,11,2,9,5,4,13,9,6,2,4,13,2,8,5,10,4,10,11,8,13,11,1,9,3,7,14,14,14,14,14,8,10,7,14,12,13,14,14,14,7,7,7,7,7,7,10,11,14,12,14,1,2,3,9,6,14,13,14,12,4,7,7,5,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"966",966,14,14,14,14,8,3,4,8,6,0,9,8,10,14,7,8,14,6,11,14,14,12,14,6,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,8,8,11,10,9,9,8,3,12,9,12,14,14,14,14,9,10,10,10,"Odenslunda","Annan eftergymnasial utbildning","Egen företagare","10 år eller mer","35-44","Kvinna"
"967",967,11,10,6,10,10,8,7,10,7,5,8,7,8,7,11,8,8,7,7,7,10,7,7,7,10,9,7,9,10,10,9,9,9,8,8,9,9,7,5,7,9,9,7,8,4,7,8,10,10,10,6,5,5,6,6,6,6,6,6,6,10,10,5,"Runby","Högskola/universitet","Arbetssökande eller i arbetsmarknadspolitisk åtgärd","10 år eller mer","45-54","Kvinna"
